Date	Time	Oxygen	Temp
19-02-2023	16:07:18.474	96.592	30.893
19-02-2023	16:07:23.475	96.669	30.894
19-02-2023	16:07:28.476	96.558	30.902
19-02-2023	16:07:33.469	96.361	30.903
19-02-2023	16:07:38.476	96.386	30.905
19-02-2023	16:07:43.472	96.175	30.900
19-02-2023	16:07:48.477	96.113	30.901
19-02-2023	16:07:53.474	96.101	30.904
19-02-2023	16:07:58.478	96.042	30.910
19-02-2023	16:08:03.473	95.924	30.908
19-02-2023	16:08:08.479	96.009	30.913
19-02-2023	16:08:13.479	96.036	30.908
19-02-2023	16:08:18.473	96.012	30.909
19-02-2023	16:08:23.475	95.922	30.910
19-02-2023	16:08:28.475	95.853	30.904
19-02-2023	16:08:33.474	95.716	30.908
19-02-2023	16:08:38.475	95.639	30.911
19-02-2023	16:08:43.474	95.670	30.914
19-02-2023	16:08:48.479	95.556	30.917
19-02-2023	16:08:53.480	95.497	30.915
19-02-2023	16:08:58.481	95.366	30.913
19-02-2023	16:09:03.476	95.323	30.917
19-02-2023	16:09:08.478	95.293	30.917
19-02-2023	16:09:13.478	95.244	30.917
19-02-2023	16:09:18.478	95.244	30.922
19-02-2023	16:09:23.480	95.153	30.920
19-02-2023	16:09:28.485	94.924	30.922
19-02-2023	16:09:33.483	94.806	30.922
19-02-2023	16:09:38.481	94.778	30.922
19-02-2023	16:09:43.480	94.639	30.927
19-02-2023	16:09:48.482	94.699	30.929
19-02-2023	16:09:53.480	94.656	30.934
19-02-2023	16:09:58.480	94.690	30.930
19-02-2023	16:10:03.498	94.577	30.934
19-02-2023	16:10:08.486	94.475	30.935
19-02-2023	16:10:13.481	94.391	30.938
19-02-2023	16:10:18.487	94.327	30.936
19-02-2023	16:10:23.487	94.227	30.938
19-02-2023	16:10:28.481	94.205	30.942
19-02-2023	16:10:33.480	94.176	30.940
19-02-2023	16:10:38.482	94.128	30.939
19-02-2023	16:10:43.489	94.188	30.942
19-02-2023	16:10:48.485	94.001	30.942
19-02-2023	16:10:53.485	93.874	30.943
19-02-2023	16:10:58.482	93.869	30.942
19-02-2023	16:11:03.482	93.777	30.945
19-02-2023	16:11:08.483	93.707	30.943
19-02-2023	16:11:13.489	93.703	30.946
19-02-2023	16:11:18.483	93.686	30.947
19-02-2023	16:11:23.487	93.902	30.953
19-02-2023	16:11:28.486	94.708	30.942
19-02-2023	16:11:33.483	95.754	30.946
19-02-2023	16:11:38.488	96.420	30.946
19-02-2023	16:11:43.482	97.193	30.952
19-02-2023	16:11:48.486	97.592	30.955
19-02-2023	16:11:53.481	98.030	30.963
19-02-2023	16:11:58.490	98.312	30.960
19-02-2023	16:12:03.490	98.701	30.963
19-02-2023	16:12:08.485	98.900	30.966
19-02-2023	16:12:13.487	98.970	30.966
19-02-2023	16:12:18.506	99.116	30.971
19-02-2023	16:12:23.484	99.116	30.972
19-02-2023	16:12:28.488	99.303	30.974
19-02-2023	16:12:33.486	99.280	30.970
19-02-2023	16:12:38.498	99.416	30.970
19-02-2023	16:12:43.491	99.382	30.973
19-02-2023	16:12:48.500	99.345	30.974
19-02-2023	16:12:53.487	99.448	30.972
19-02-2023	16:12:58.491	99.391	30.973
19-02-2023	16:13:03.496	99.410	30.974
19-02-2023	16:13:08.491	99.460	30.970
19-02-2023	16:13:13.495	99.331	30.966
19-02-2023	16:13:18.493	99.347	30.963
19-02-2023	16:13:23.491	99.384	30.959
19-02-2023	16:13:28.494	99.314	30.964
19-02-2023	16:13:33.498	99.467	30.963
19-02-2023	16:13:38.499	99.467	30.966
19-02-2023	16:13:43.495	99.406	30.959
19-02-2023	16:13:48.495	99.492	30.960
19-02-2023	16:13:53.495	99.515	30.958
19-02-2023	16:13:58.497	99.429	30.961
19-02-2023	16:14:03.495	99.370	30.958
19-02-2023	16:14:08.495	99.399	30.954
19-02-2023	16:14:13.495	99.329	30.950
19-02-2023	16:14:18.514	99.424	30.955
19-02-2023	16:14:23.501	99.514	30.956
19-02-2023	16:14:28.500	99.502	30.955
19-02-2023	16:14:33.501	99.482	30.955
19-02-2023	16:14:38.508	99.358	30.950
19-02-2023	16:14:43.515	99.417	30.951
19-02-2023	16:14:48.502	99.340	30.949
19-02-2023	16:14:53.504	99.446	30.951
19-02-2023	16:14:58.508	99.341	30.950
19-02-2023	16:15:03.506	99.396	30.948
19-02-2023	16:15:08.505	99.364	30.954
19-02-2023	16:15:13.514	99.339	30.948
19-02-2023	16:15:18.506	99.402	30.948
19-02-2023	16:15:23.506	99.399	30.952
19-02-2023	16:15:28.505	99.404	30.952
19-02-2023	16:15:33.505	99.376	30.950
19-02-2023	16:15:38.505	99.363	30.951
19-02-2023	16:15:43.512	99.396	30.949
19-02-2023	16:15:48.506	99.385	30.950
19-02-2023	16:15:53.507	99.261	30.948
19-02-2023	16:15:58.522	99.452	30.950
19-02-2023	16:16:03.511	99.439	30.952
19-02-2023	16:16:08.510	99.454	30.951
19-02-2023	16:16:13.512	99.332	30.952
19-02-2023	16:16:18.514	99.364	30.954
19-02-2023	16:16:23.515	99.391	30.949
19-02-2023	16:16:28.513	99.455	30.951
19-02-2023	16:16:33.513	99.386	30.954
19-02-2023	16:16:38.513	99.334	30.952
19-02-2023	16:16:43.512	99.403	30.953
19-02-2023	16:16:48.513	99.432	30.952
19-02-2023	16:16:53.513	99.353	30.954
19-02-2023	16:16:58.513	99.474	30.954
19-02-2023	16:17:03.512	99.378	30.957
19-02-2023	16:17:08.514	99.353	30.958
19-02-2023	16:17:13.514	99.454	30.958
19-02-2023	16:17:18.515	99.406	30.959
19-02-2023	16:17:23.513	99.411	30.961
19-02-2023	16:17:28.522	99.313	30.960
19-02-2023	16:17:33.513	99.368	30.960
19-02-2023	16:17:38.513	99.387	30.962
19-02-2023	16:17:43.520	99.349	30.961
19-02-2023	16:17:48.514	99.352	30.961
19-02-2023	16:17:53.516	99.490	30.957
19-02-2023	16:17:58.533	99.354	30.959
19-02-2023	16:18:03.516	99.410	30.960
19-02-2023	16:18:08.516	99.416	30.958
19-02-2023	16:18:13.541	99.319	30.962
19-02-2023	16:18:18.520	99.374	30.959
19-02-2023	16:18:23.516	99.306	30.958
19-02-2023	16:18:28.525	99.376	30.964
19-02-2023	16:18:33.516	99.410	30.966
19-02-2023	16:18:38.519	99.423	30.961
19-02-2023	16:18:43.517	99.371	30.966
19-02-2023	16:18:48.517	99.383	30.963
19-02-2023	16:18:53.516	99.394	30.964
19-02-2023	16:18:58.516	99.386	30.961
19-02-2023	16:19:03.517	99.378	30.966
19-02-2023	16:19:08.516	99.433	30.965
19-02-2023	16:19:13.521	99.385	30.967
19-02-2023	16:19:18.516	99.299	30.968
19-02-2023	16:19:23.518	99.338	30.967
19-02-2023	16:19:28.526	99.320	30.967
19-02-2023	16:19:33.518	99.266	30.968
19-02-2023	16:19:38.517	99.258	30.969
19-02-2023	16:19:43.519	99.170	30.967
19-02-2023	16:19:48.517	99.111	30.964
19-02-2023	16:19:53.517	99.020	30.965
19-02-2023	16:19:58.518	99.129	30.965
19-02-2023	16:20:03.517	98.961	30.965
19-02-2023	16:20:08.519	98.878	30.963
19-02-2023	16:20:13.522	98.947	30.961
19-02-2023	16:20:18.520	98.717	30.958
19-02-2023	16:20:23.527	98.609	30.958
19-02-2023	16:20:28.521	98.432	30.959
19-02-2023	16:20:33.522	98.566	30.956
19-02-2023	16:20:38.526	98.500	30.956
19-02-2023	16:20:43.523	98.456	30.951
19-02-2023	16:20:48.523	98.559	30.956
19-02-2023	16:20:53.525	98.416	30.954
19-02-2023	16:20:58.525	98.371	30.959
19-02-2023	16:21:03.525	98.253	30.956
19-02-2023	16:21:08.528	98.143	30.958
19-02-2023	16:21:13.523	98.206	30.956
19-02-2023	16:21:18.525	98.147	30.958
19-02-2023	16:21:23.529	98.003	30.957
19-02-2023	16:21:28.527	98.048	30.960
19-02-2023	16:21:33.528	97.947	30.959
19-02-2023	16:21:38.525	97.793	30.960
19-02-2023	16:21:43.531	97.606	30.959
19-02-2023	16:21:48.528	97.624	30.967
19-02-2023	16:21:53.528	97.623	30.969
19-02-2023	16:21:58.527	97.554	30.968
19-02-2023	16:22:03.546	97.482	30.970
19-02-2023	16:22:08.529	97.494	30.962
19-02-2023	16:22:13.532	97.385	30.960
19-02-2023	16:22:18.529	97.306	30.966
19-02-2023	16:22:23.530	97.342	30.969
19-02-2023	16:22:28.529	97.246	30.968
19-02-2023	16:22:33.538	97.203	30.967
19-02-2023	16:22:38.529	97.139	30.973
19-02-2023	16:22:43.529	97.036	30.974
19-02-2023	16:22:48.533	96.990	30.972
19-02-2023	16:22:53.529	97.017	30.982
19-02-2023	16:22:58.531	96.873	30.980
19-02-2023	16:23:03.530	96.832	30.979
19-02-2023	16:23:08.530	96.791	30.986
19-02-2023	16:23:13.530	96.754	30.988
19-02-2023	16:23:18.530	96.707	30.980
19-02-2023	16:23:23.530	96.683	30.983
19-02-2023	16:23:28.536	96.488	30.990
19-02-2023	16:23:33.529	96.551	30.990
19-02-2023	16:23:38.530	96.551	30.984
19-02-2023	16:23:43.535	96.414	30.991
19-02-2023	16:23:48.531	96.309	30.988
19-02-2023	16:23:53.530	96.292	30.988
19-02-2023	16:23:58.537	96.099	31.000
19-02-2023	16:24:03.531	96.033	31.001
19-02-2023	16:24:08.531	96.074	31.001
19-02-2023	16:24:13.535	95.998	31.003
19-02-2023	16:24:18.531	95.949	31.002
19-02-2023	16:24:23.530	95.874	31.006
19-02-2023	16:24:28.541	95.723	31.008
19-02-2023	16:24:33.531	95.741	31.013
19-02-2023	16:24:38.536	95.795	31.011
19-02-2023	16:24:43.533	95.603	30.999
19-02-2023	16:24:48.532	95.611	31.000
19-02-2023	16:24:53.533	95.504	30.998
19-02-2023	16:24:58.532	95.513	30.999
19-02-2023	16:25:03.532	95.357	31.000
19-02-2023	16:25:08.539	95.271	31.000
19-02-2023	16:25:13.537	95.370	31.003
19-02-2023	16:25:18.536	95.198	31.004
19-02-2023	16:25:23.548	95.133	31.005
19-02-2023	16:25:28.536	95.169	31.010
19-02-2023	16:25:33.536	95.212	31.011
19-02-2023	16:25:38.541	95.149	31.008
19-02-2023	16:25:43.540	95.060	31.005
19-02-2023	16:25:48.540	95.059	31.005
19-02-2023	16:25:53.540	94.852	31.006
19-02-2023	16:25:58.540	94.895	31.012
19-02-2023	16:26:03.540	94.758	31.018
19-02-2023	16:26:08.542	94.680	31.012
19-02-2023	16:26:13.541	94.570	31.014
19-02-2023	16:26:18.551	94.548	31.016
19-02-2023	16:26:23.542	94.469	31.015
19-02-2023	16:26:28.542	94.302	31.020
19-02-2023	16:26:33.543	94.320	31.024
19-02-2023	16:26:38.542	94.216	31.023
19-02-2023	16:26:43.543	94.167	31.027
19-02-2023	16:26:48.550	93.996	31.024
19-02-2023	16:26:53.543	93.929	31.026
19-02-2023	16:26:58.543	93.735	31.027
19-02-2023	16:27:03.544	93.780	31.029
19-02-2023	16:27:08.546	93.877	31.029
19-02-2023	16:27:13.546	93.845	31.025
19-02-2023	16:27:18.546	93.777	31.027
19-02-2023	16:27:23.546	93.896	31.028
19-02-2023	16:27:28.548	94.529	31.026
19-02-2023	16:27:33.550	95.528	31.028
19-02-2023	16:27:38.546	96.191	31.036
19-02-2023	16:27:43.548	96.869	31.033
19-02-2023	16:27:48.550	97.380	31.037
19-02-2023	16:27:53.549	97.861	31.041
19-02-2023	16:27:58.558	98.257	31.046
19-02-2023	16:28:03.549	98.311	31.048
19-02-2023	16:28:08.550	98.556	31.051
19-02-2023	16:28:13.551	98.639	31.052
19-02-2023	16:28:18.549	98.735	31.054
19-02-2023	16:28:23.554	98.993	31.059
19-02-2023	16:28:28.549	98.865	31.058
19-02-2023	16:28:33.548	99.157	31.061
19-02-2023	16:28:38.550	99.194	31.056
19-02-2023	16:28:43.550	99.134	31.065
19-02-2023	16:28:48.548	99.170	31.058
19-02-2023	16:28:53.553	99.236	31.052
19-02-2023	16:28:58.550	99.219	31.056
19-02-2023	16:29:03.550	99.293	31.055
19-02-2023	16:29:08.549	99.178	31.055
19-02-2023	16:29:13.553	99.274	31.057
19-02-2023	16:29:18.550	99.219	31.049
19-02-2023	16:29:23.550	99.278	31.053
19-02-2023	16:29:28.552	99.324	31.046
19-02-2023	16:29:33.551	99.342	31.046
19-02-2023	16:29:38.550	99.348	31.043
19-02-2023	16:29:43.552	99.268	31.043
19-02-2023	16:29:48.551	99.362	31.042
19-02-2023	16:29:53.554	99.279	31.042
19-02-2023	16:29:58.553	99.289	31.042
19-02-2023	16:30:03.553	99.239	31.042
19-02-2023	16:30:08.556	99.271	31.046
19-02-2023	16:30:13.554	99.101	31.044
19-02-2023	16:30:18.555	99.302	31.042
19-02-2023	16:30:23.556	99.335	31.043
19-02-2023	16:30:28.556	99.341	31.039
19-02-2023	16:30:33.570	99.177	31.039
19-02-2023	16:30:38.556	99.299	31.038
19-02-2023	16:30:43.557	99.230	31.038
19-02-2023	16:30:48.559	99.251	31.038
19-02-2023	16:30:53.556	99.346	31.038
19-02-2023	16:30:58.556	99.306	31.038
19-02-2023	16:31:03.557	99.214	31.038
19-02-2023	16:31:08.556	99.268	31.039
19-02-2023	16:31:13.556	99.269	31.036
19-02-2023	16:31:18.557	99.319	31.039
19-02-2023	16:31:23.556	99.305	31.042
19-02-2023	16:31:28.556	99.261	31.038
19-02-2023	16:31:33.556	99.207	31.038
19-02-2023	16:31:38.558	99.254	31.039
19-02-2023	16:31:43.563	99.197	31.041
19-02-2023	16:31:48.563	99.294	31.038
19-02-2023	16:31:53.558	99.104	31.038
19-02-2023	16:31:58.560	99.254	31.038
19-02-2023	16:32:03.558	99.289	31.039
19-02-2023	16:32:08.561	99.247	31.037
19-02-2023	16:32:13.566	99.296	31.038
19-02-2023	16:32:18.562	99.314	31.036
19-02-2023	16:32:23.566	99.231	31.039
19-02-2023	16:32:28.565	99.224	31.040
19-02-2023	16:32:33.564	99.156	31.038
19-02-2023	16:32:38.564	99.257	31.038
19-02-2023	16:32:43.565	99.219	31.038
19-02-2023	16:32:48.564	99.169	31.040
19-02-2023	16:32:53.568	99.314	31.039
19-02-2023	16:32:58.565	99.158	31.036
19-02-2023	16:33:03.565	99.231	31.034
19-02-2023	16:33:08.567	99.172	31.038
19-02-2023	16:33:13.565	99.226	31.037
19-02-2023	16:33:18.566	99.147	31.038
19-02-2023	16:33:23.577	99.338	31.038
19-02-2023	16:33:28.570	99.189	31.037
19-02-2023	16:33:33.565	99.165	31.037
19-02-2023	16:33:38.583	99.134	31.038
19-02-2023	16:33:43.565	99.215	31.039
19-02-2023	16:33:48.571	99.267	31.042
19-02-2023	16:33:53.571	99.261	31.040
19-02-2023	16:33:58.566	99.190	31.041
19-02-2023	16:34:03.573	99.274	31.034
19-02-2023	16:34:08.565	99.318	31.044
19-02-2023	16:34:13.566	99.271	31.043
19-02-2023	16:34:18.568	99.177	31.044
19-02-2023	16:34:23.567	99.255	31.041
19-02-2023	16:34:28.565	99.275	31.039
19-02-2023	16:34:33.573	99.346	31.040
19-02-2023	16:34:38.566	99.311	31.042
19-02-2023	16:34:43.566	99.200	31.040
19-02-2023	16:34:48.581	99.282	31.043
19-02-2023	16:34:53.565	99.187	31.043
19-02-2023	16:34:58.565	99.292	31.043
19-02-2023	16:35:03.580	99.325	31.046
19-02-2023	16:35:08.566	99.326	31.043
19-02-2023	16:35:13.567	99.242	31.043
19-02-2023	16:35:18.575	99.230	31.041
19-02-2023	16:35:23.568	99.252	31.046
19-02-2023	16:35:28.571	99.224	31.048
19-02-2023	16:35:33.570	99.207	31.048
19-02-2023	16:35:38.569	99.236	31.046
19-02-2023	16:35:43.570	99.140	31.047
19-02-2023	16:35:48.570	99.036	31.046
19-02-2023	16:35:53.571	99.006	31.048
19-02-2023	16:35:58.574	98.917	31.043
19-02-2023	16:36:03.571	98.891	31.040
19-02-2023	16:36:08.571	98.913	31.041
19-02-2023	16:36:13.574	98.789	31.042
19-02-2023	16:36:18.573	98.762	31.036
19-02-2023	16:36:23.572	98.773	31.032
19-02-2023	16:36:28.576	98.761	31.031
19-02-2023	16:36:33.572	98.648	31.033
19-02-2023	16:36:38.572	98.581	31.037
19-02-2023	16:36:43.572	98.477	31.033
19-02-2023	16:36:48.573	98.516	31.033
19-02-2023	16:36:53.572	98.416	31.035
19-02-2023	16:36:58.572	98.454	31.032
19-02-2023	16:37:03.574	98.304	31.033
19-02-2023	16:37:08.573	98.251	31.033
19-02-2023	16:37:13.574	98.186	31.032
19-02-2023	16:37:18.574	98.133	31.032
19-02-2023	16:37:23.581	98.116	31.034
19-02-2023	16:37:28.574	97.893	31.033
19-02-2023	16:37:33.575	97.957	31.037
19-02-2023	16:37:38.580	98.000	31.038
19-02-2023	16:37:43.576	97.831	31.042
19-02-2023	16:37:48.574	97.767	31.040
19-02-2023	16:37:53.586	97.717	31.037
19-02-2023	16:37:58.574	97.695	31.043
19-02-2023	16:38:03.574	97.664	31.040
19-02-2023	16:38:08.573	97.533	31.038
19-02-2023	16:38:13.576	97.522	31.039
19-02-2023	16:38:18.578	97.414	31.047
19-02-2023	16:38:23.574	97.449	31.048
19-02-2023	16:38:28.578	97.375	31.049
19-02-2023	16:38:33.574	97.256	31.045
19-02-2023	16:38:38.575	97.236	31.046
19-02-2023	16:38:43.578	97.148	31.049
19-02-2023	16:38:48.580	97.162	31.052
19-02-2023	16:38:53.581	97.063	31.052
19-02-2023	16:38:58.579	96.990	31.054
19-02-2023	16:39:03.583	96.917	31.053
19-02-2023	16:39:08.579	96.917	31.061
19-02-2023	16:39:13.597	96.877	31.065
19-02-2023	16:39:18.596	96.796	31.060
19-02-2023	16:39:23.580	96.777	31.061
19-02-2023	16:39:28.586	96.725	31.064
19-02-2023	16:39:33.582	96.629	31.062
19-02-2023	16:39:38.580	96.640	31.061
19-02-2023	16:39:43.582	96.468	31.064
19-02-2023	16:39:48.583	96.495	31.066
19-02-2023	16:39:53.581	96.467	31.072
19-02-2023	16:39:58.582	96.477	31.066
19-02-2023	16:40:03.582	96.379	31.070
19-02-2023	16:40:08.582	96.315	31.067
19-02-2023	16:40:13.598	96.325	31.069
19-02-2023	16:40:18.585	96.272	31.072
19-02-2023	16:40:23.581	96.193	31.074
19-02-2023	16:40:28.583	96.092	31.071
19-02-2023	16:40:33.587	96.101	31.075
19-02-2023	16:40:38.594	96.081	31.072
19-02-2023	16:40:43.586	95.982	31.076
19-02-2023	16:40:48.587	95.928	31.083
19-02-2023	16:40:53.598	95.845	31.083
19-02-2023	16:40:58.588	95.750	31.085
19-02-2023	16:41:03.587	95.712	31.084
19-02-2023	16:41:08.594	95.718	31.084
19-02-2023	16:41:13.589	95.578	31.085
19-02-2023	16:41:18.587	95.546	31.087
19-02-2023	16:41:23.587	95.509	31.087
19-02-2023	16:41:28.587	95.443	31.089
19-02-2023	16:41:33.589	95.336	31.086
19-02-2023	16:41:38.597	95.404	31.086
19-02-2023	16:41:43.588	95.144	31.088
19-02-2023	16:41:48.594	95.256	31.093
19-02-2023	16:41:53.588	95.136	31.094
19-02-2023	16:41:58.590	95.139	31.093
19-02-2023	16:42:03.601	95.124	31.101
19-02-2023	16:42:08.589	95.077	31.098
19-02-2023	16:42:13.590	95.085	31.095
19-02-2023	16:42:18.595	94.868	31.103
19-02-2023	16:42:23.590	94.888	31.097
19-02-2023	16:42:28.590	94.791	31.101
19-02-2023	16:42:33.590	94.748	31.100
19-02-2023	16:42:38.597	94.725	31.102
19-02-2023	16:42:43.594	94.630	31.106
19-02-2023	16:42:48.596	94.532	31.103
19-02-2023	16:42:53.594	94.567	31.107
19-02-2023	16:42:58.598	94.560	31.110
19-02-2023	16:43:03.596	94.449	31.110
19-02-2023	16:43:08.597	94.337	31.103
19-02-2023	16:43:13.601	94.340	31.112
19-02-2023	16:43:18.598	94.342	31.109
19-02-2023	16:43:23.597	94.341	31.113
19-02-2023	16:43:28.601	94.874	31.118
19-02-2023	16:43:33.602	95.686	31.114
19-02-2023	16:43:38.599	96.497	31.112
19-02-2023	16:43:43.600	97.032	31.110
19-02-2023	16:43:48.605	97.532	31.114
19-02-2023	16:43:53.608	97.963	31.117
19-02-2023	16:43:58.605	98.218	31.116
19-02-2023	16:44:03.602	98.418	31.126
19-02-2023	16:44:08.602	98.714	31.128
19-02-2023	16:44:13.604	98.826	31.129
19-02-2023	16:44:18.604	98.891	31.130
19-02-2023	16:44:23.604	98.955	31.131
19-02-2023	16:44:28.603	98.960	31.132
19-02-2023	16:44:33.606	99.148	31.133
19-02-2023	16:44:38.604	99.151	31.135
19-02-2023	16:44:43.604	99.226	31.136
19-02-2023	16:44:48.608	99.233	31.136
19-02-2023	16:44:53.603	99.276	31.131
19-02-2023	16:44:58.604	99.221	31.133
19-02-2023	16:45:03.611	99.223	31.133
19-02-2023	16:45:08.603	99.225	31.131
19-02-2023	16:45:13.603	99.271	31.126
19-02-2023	16:45:18.604	99.219	31.126
19-02-2023	16:45:23.603	99.149	31.122
19-02-2023	16:45:28.607	99.212	31.126
19-02-2023	16:45:33.603	99.317	31.122
19-02-2023	16:45:38.605	99.251	31.129
19-02-2023	16:45:43.605	99.249	31.121
19-02-2023	16:45:48.605	99.290	31.123
19-02-2023	16:45:53.608	99.241	31.116
19-02-2023	16:45:58.608	99.261	31.118
19-02-2023	16:46:03.607	99.275	31.115
19-02-2023	16:46:08.606	99.352	31.117
19-02-2023	16:46:13.607	99.317	31.115
19-02-2023	16:46:18.607	99.350	31.116
19-02-2023	16:46:23.610	99.337	31.116
19-02-2023	16:46:28.615	99.276	31.113
19-02-2023	16:46:33.612	99.252	31.111
19-02-2023	16:46:38.613	99.305	31.109
19-02-2023	16:46:43.618	99.289	31.112
19-02-2023	16:46:48.614	99.277	31.110
19-02-2023	16:46:53.613	99.314	31.113
19-02-2023	16:46:58.613	99.238	31.112
19-02-2023	16:47:03.612	99.272	31.115
19-02-2023	16:47:08.612	99.146	31.115
19-02-2023	16:47:13.612	99.187	31.115
19-02-2023	16:47:18.616	99.200	31.112
19-02-2023	16:47:23.613	99.123	31.109
19-02-2023	16:47:28.612	99.160	31.112
19-02-2023	16:47:33.613	99.356	31.110
19-02-2023	16:47:38.613	99.260	31.107
19-02-2023	16:47:43.612	99.250	31.109
19-02-2023	16:47:48.616	99.292	31.111
19-02-2023	16:47:53.620	99.251	31.111
19-02-2023	16:47:58.614	99.301	31.107
19-02-2023	16:48:03.615	99.351	31.107
19-02-2023	16:48:08.628	99.351	31.107
19-02-2023	16:48:13.615	99.210	31.108
19-02-2023	16:48:18.617	99.093	31.103
19-02-2023	16:48:23.616	99.195	31.110
19-02-2023	16:48:28.615	99.091	31.109
19-02-2023	16:48:33.617	99.227	31.109
19-02-2023	16:48:38.616	99.236	31.108
19-02-2023	16:48:43.616	99.268	31.107
19-02-2023	16:48:48.615	99.221	31.109
19-02-2023	16:48:53.616	99.223	31.108
19-02-2023	16:48:58.620	99.297	31.107
19-02-2023	16:49:03.616	99.252	31.110
19-02-2023	16:49:08.617	99.177	31.114
19-02-2023	16:49:13.618	99.224	31.105
